Name,Total Attendances,date
Aintree University Hospital NHS Foundation Trust,2006.0,2014-11-30
Alder Hey Children's NHS Foundation Trust,1272.0,2014-11-30
Liverpool Community Health NHS Trust,3709.0,2014-11-30
Liverpool Heart And Chest Hospital NHS Foundation Trust,0.0,2014-11-30
Liverpool Women's NHS Foundation Trust,207.0,2014-11-30
Royal Liverpool And Broadgreen University Hospitals NHS Trust,2220.0,2014-11-30
Southport And Ormskirk Hospital NHS Trust,2101.0,2014-11-30
St Helens And Knowsley Hospitals NHS Trust,2335.0,2014-11-30
The Walton Centre NHS Foundation Trust,0.0,2014-11-30
Bransholme Health Centre,253.0,2014-11-30
Bridlington Hospital,340.0,2014-11-30
Freedom Centre,99.0,2014-11-30
Harrogate And District NHS Foundation Trust,1250.0,2014-11-30
Hull And East Yorkshire Hospitals NHS Trust,2508.0,2014-11-30
Humber NHS Foundation Trust,205.0,2014-11-30
Northern Lincolnshire And Goole NHS Foundation Trust,2666.0,2014-11-30
York Teaching Hospital NHS Foundation Trust,3458.0,2014-11-30
Burton Hospitals NHS Foundation Trust,2163.0,2014-11-30
Malling Health - Telford Wic,162.0,2014-11-30
Shrewsbury And Telford Hospital NHS Trust,2178.0,2014-11-30
Shropshire Community Health NHS Trust,482.0,2014-11-30
Shropshire Walk In Health Centre,422.0,2014-11-30
Staffordshire And Stoke On Trent Partnership NHS Trust,296.0,2014-11-30
Staffordshire Doctors Urgent Care Ltd [Sduc],171.0,2014-11-30
The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,2014-11-30
University Hospitals Of North Midlands NHS Trust,4168.0,2014-11-30
Barnsley Hospital NHS Foundation Trust,1554.0,2014-11-30
Care Uk NHS Rotherham Diagnostic Centre,899.0,2014-11-30
Doncaster And Bassetlaw Hospitals NHS Foundation Trust,3273.0,2014-11-30
Sheffield Children's NHS Foundation Trust,1310.0,2014-11-30
Sheffield City GP Hc (Wic),1365.0,2014-11-30
Sheffield Teaching Hospitals NHS Foundation Trust,2833.0,2014-11-30
The Rotherham NHS Foundation Trust,1525.0,2014-11-30
Ashford And St Peter's Hospitals NHS Foundation Trust,2297.0,2014-11-30
Ashford Health Centre,862.0,2014-11-30
Brighton And Sussex University Hospitals NHS Trust,3112.0,2014-11-30
East Sussex Healthcare NHS Trust,2506.0,2014-11-30
Frimley Health NHS Foundation Trust,4424.0,2014-11-30
Haslemere Minor Injuries Unit,151.0,2014-11-30
Queen Victoria Hospital NHS Foundation Trust,206.0,2014-11-30
Royal Surrey County Hospital NHS Foundation Trust,1368.0,2014-11-30
Surrey And Sussex Healthcare NHS Trust,1732.0,2014-11-30
Sussex Community NHS Trust,1235.0,2014-11-30
Western Sussex Hospitals NHS Foundation Trust,2564.0,2014-11-30
Weybridge Walk In Centre,662.0,2014-11-30
Woking Walk In Centre,736.0,2014-11-30
Assura Reading Llp,751.0,2014-11-30
Berkshire Healthcare NHS Foundation Trust,1145.0,2014-11-30
Buckinghamshire Healthcare NHS Trust,2536.0,2014-11-30
Oxford Health NHS Foundation Trust,568.0,2014-11-30
Oxford University Hospitals NHS Trust,2556.0,2014-11-30
Royal Berkshire NHS Foundation Trust,2188.0,2014-11-30
Dorset County Hospital NHS Foundation Trust,759.0,2014-11-30
Dorset Healthcare University NHS Foundation Trust,687.0,2014-11-30
Hampshire Hospitals NHS Foundation Trust,2149.0,2014-11-30
Isle Of Wight NHS Trust,1220.0,2014-11-30
Poole Hospital NHS Foundation Trust,1280.0,2014-11-30
Portsmouth Hospitals NHS Trust,2531.0,2014-11-30
Solent NHS Trust,408.0,2014-11-30
Southampton NHS Treatment Centre,765.0,2014-11-30
Southern Health NHS Foundation Trust,362.0,2014-11-30
St Mary's NHS Treatment Centre,841.0,2014-11-30
The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,1522.0,2014-11-30
University Hospital Southampton NHS Foundation Trust,2194.0,2014-11-30
Airedale NHS Foundation Trust,986.0,2014-11-30
Bradford Teaching Hospitals NHS Foundation Trust,2563.0,2014-11-30
Calderdale And Huddersfield NHS Foundation Trust,2833.0,2014-11-30
Lcd-Leeds-Ooh,449.0,2014-11-30
Leeds Teaching Hospitals NHS Trust,4368.0,2014-11-30
Local Care Direct Ooh,789.0,2014-11-30
Mid Yorkshire Hospitals NHS Trust,4465.0,2014-11-30
South West Yorkshire Partnership NHS Foundation Trust,0.0,2014-11-30
Coventry And Warwickshire Partnership NHS Trust,0.0,2014-12-07
Coventry NHS Healthcare Ctr,1279.0,2014-12-07
George Eliot Hospital NHS Trust,1362.0,2014-12-07
Primecare Primary Care - Hereford,696.0,2014-12-07
South Warwickshire NHS Foundation Trust,1295.0,2014-12-07
University Hospitals Coventry And Warwickshire NHS Trust,3658.0,2014-12-07
Worcestershire Acute Hospitals NHS Trust,3452.0,2014-12-07
Worcestershire Health And Care NHS Trust,214.0,2014-12-07
Wye Valley NHS Trust,1073.0,2014-12-07
Bath & North East Somerset Doctors Urgent Care [Bduc],140.0,2014-12-07
Carfax Health Enterprise,671.0,2014-12-07
Gloucestershire Care Services NHS Trust,1161.0,2014-12-07
Gloucestershire Hospitals NHS Foundation Trust,2429.0,2014-12-07
Great Western Hospitals NHS Foundation Trust,2366.0,2014-12-07
Paulton Memorial Hospital,156.0,2014-12-07
Royal United Hospitals Bath NHS Foundation Trust,1300.0,2014-12-07
Salisbury NHS Foundation Trust,781.0,2014-12-07
Seqol,372.0,2014-12-07
Tetbury Hospital Trust Ltd,56.0,2014-12-07
Assura Vertis Urgent Care Centres (Birmingham),1525.0,2014-12-07
Birmingham Children's Hospital NHS Foundation Trust,1420.0,2014-12-07
Birmingham Community Healthcare NHS Trust,150.0,2014-12-07
Birmingham Wic,722.0,2014-12-07
Birmingham Women's NHS Foundation Trust,0.0,2014-12-07
Dudley Borough Walk In Centre,1124.0,2014-12-07
Greenbrook Healthcare,0.0,2014-12-07
Greet General Practice & Urgent Care Centre,678.0,2014-12-07
Heart Of England NHS Foundation Trust,5049.0,2014-12-07
Sandwell And West Birmingham Hospitals NHS Trust,4465.0,2014-12-07
Showell Park Health & Walk In Centre,383.0,2014-12-07
Solihull Healthcare & Walk-In-Centre,1230.0,2014-12-07
South Birmingham GP Walk In Centre,1454.0,2014-12-07
Summerfield GP Surg & Urgent Care Centre,1224.0,2014-12-07
The Dudley Group NHS Foundation Trust,2007.0,2014-12-07
The Royal Wolverhampton NHS Trust,3098.0,2014-12-07
University Hospitals Birmingham NHS Foundation Trust,1868.0,2014-12-07
Walsall Healthcare NHS Trust,2505.0,2014-12-07
Walsall Walk In Health Centre,1054.0,2014-12-07
Bristol Community Health,1181.0,2014-12-07
Clevedon Hospital,219.0,2014-12-07
North Bristol NHS Trust,1591.0,2014-12-07
Somerset Partnership NHS Foundation Trust,1475.0,2014-12-07
Taunton And Somerset NHS Foundation Trust,1160.0,2014-12-07
University Hospitals Bristol NHS Foundation Trust,2534.0,2014-12-07
Weston Area Health NHS Trust,954.0,2014-12-07
Yate West Gate Centre,362.0,2014-12-07
Yeovil District Hospital NHS Foundation Trust,923.0,2014-12-07
5 Boroughs Partnership NHS Foundation Trust,902.0,2014-12-07
Countess Of Chester Hospital NHS Foundation Trust,1571.0,2014-12-07
East Cheshire NHS Trust,966.0,2014-12-07
Mid Cheshire Hospitals NHS Foundation Trust,1559.0,2014-12-07
Warrington And Halton Hospitals NHS Foundation Trust,1906.0,2014-12-07
Wirral Community NHS Trust,996.0,2014-12-07
Wirral University Teaching Hospital NHS Foundation Trust,2227.0,2014-12-07
City Hospitals Sunderland NHS Foundation Trust,2689.0,2014-12-07
Cumbria Partnership NHS Foundation Trust,256.0,2014-12-07
Gateshead Health NHS Foundation Trust,2160.0,2014-12-07
North Cumbria University Hospitals NHS Trust,1427.0,2014-12-07
Northern Doctors Urgent Care [Nduc],1174.0,2014-12-07
Northumbria Healthcare NHS Foundation Trust,3156.0,2014-12-07
South Tyneside NHS Foundation Trust,1171.0,2014-12-07
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,3742.0,2014-12-07
University Hospitals Of Morecambe Bay NHS Foundation Trust,1858.0,2014-12-07
Workington Health Limited,169.0,2014-12-07
Chesterfield Royal Hospital NHS Foundation Trust,1423.0,2014-12-07
Derby Hospitals NHS Foundation Trust,3461.0,2014-12-07
Derby Open Access Centre,607.0,2014-12-07
Derbyshire Community Health Services NHS Foundation Trust,815.0,2014-12-07
Derbyshire Health United Ltd,383.0,2014-12-07
NHS Nottingham City 8Am - 8Pm Health Centre,881.0,2014-12-07
Nottingham Citycare Partnership,1182.0,2014-12-07
Nottingham University Hospitals NHS Trust,3833.0,2014-12-07
Sherwood Forest Hospitals NHS Foundation Trust,2733.0,2014-12-07
Cardrew Health Centre,525.0,2014-12-07
Northern Devon Healthcare NHS Trust,2248.0,2014-12-07
Peninsula Community Health C.I.C,1596.0,2014-12-07
Plymouth Community Healthcare (Cic),556.0,2014-12-07
Plymouth Hospitals NHS Trust,1712.0,2014-12-07
Royal Cornwall Hospitals NHS Trust,1305.0,2014-12-07
Royal Devon And Exeter NHS Foundation Trust,1947.0,2014-12-07
South Devon Healthcare NHS Foundation Trust,1392.0,2014-12-07
Torbay And Southern Devon Health And Care NHS Trust,849.0,2014-12-07
County Durham And Darlington NHS Foundation Trust,5608.0,2014-12-07
North Tees And Hartlepool NHS Foundation Trust,1648.0,2014-12-07
South Tees Hospitals NHS Foundation Trust,3768.0,2014-12-07
Cambridge University Hospitals NHS Foundation Trust,1967.0,2014-12-07
Cambridgeshire Community Services NHS Trust,652.0,2014-12-07
East Coast Community Healthcare C.I.C,94.0,2014-12-07
Greyfriars Health Centre,181.0,2014-12-07
Hinchingbrooke Health Care NHS Trust,822.0,2014-12-07
Ipswich Hospital NHS Trust,1469.0,2014-12-07
James Paget University Hospitals NHS Foundation Trust,1298.0,2014-12-07
Norfolk And Norwich University Hospitals NHS Foundation Trust,2049.0,2014-12-07
Norwich Practices Ltd (Castle Mall),1172.0,2014-12-07
Peterborough And Stamford Hospitals NHS Foundation Trust,1742.0,2014-12-07
Suffolk Community Healthcare - Ipswich,80.0,2014-12-07
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1043.0,2014-12-07
West Suffolk NHS Foundation Trust,1185.0,2014-12-07
Assura Chelmsford Llp,527.0,2014-12-07
Basildon And Thurrock University Hospitals NHS Foundation Trust,2454.0,2014-12-07
Clacton Hospital,380.0,2014-12-07
Colchester Hospital University NHS Foundation Trust,1441.0,2014-12-07
Fryatt Hospital,75.0,2014-12-07
Mid Essex Hospital Services NHS Trust,1725.0,2014-12-07
North Colchester Healthcare Centre,1171.0,2014-12-07
Southend University Hospital NHS Foundation Trust,1745.0,2014-12-07
The Princess Alexandra Hospital NHS Trust,1995.0,2014-12-07
Bolton NHS Foundation Trust,2259.0,2014-12-07
Bridgewater Community Healthcare NHS Foundation Trust,2322.0,2014-12-07
Central Manchester University Hospitals NHS Foundation Trust,5985.0,2014-12-07
Lindley House Health Centre,1033.0,2014-12-07
Pennine Acute Hospitals NHS Trust,6412.0,2014-12-07
Pennine Care NHS Foundation Trust,1451.0,2014-12-07
Salford Royal NHS Foundation Trust,1789.0,2014-12-07
Stockport NHS Foundation Trust,1856.0,2014-12-07
Tameside Hospital NHS Foundation Trust,1618.0,2014-12-07
The Christie NHS Foundation Trust,0.0,2014-12-07
University Hospital Of South Manchester NHS Foundation Trust,1898.0,2014-12-07
"Wrightington, Wigan And Leigh NHS Foundation Trust",1702.0,2014-12-07
Bedford Hospital NHS Trust,1251.0,2014-12-07
Cheshunt Minor Injuries Unit,296.0,2014-12-07
Corby Urgent Care Centre,1189.0,2014-12-07
East And North Hertfordshire NHS Trust,2474.0,2014-12-07
Hertfordshire Community NHS Trust,162.0,2014-12-07
Kettering General Hospital NHS Foundation Trust,1485.0,2014-12-07
Luton And Dunstable University Hospital NHS Foundation Trust,2665.0,2014-12-07
Milton Keynes Hospital NHS Foundation Trust,2609.0,2014-12-07
Northampton General Hospital NHS Trust,2112.0,2014-12-07
Putnoe Medical Centre Walk In Centre,463.0,2014-12-07
West Hertfordshire Hospitals NHS Trust,2708.0,2014-12-07
Dartford And Gravesham NHS Trust,1906.0,2014-12-07
Dr Jm Ribchester & Partners,334.0,2014-12-07
East Kent Hospitals University NHS Foundation Trust,3817.0,2014-12-07
Kent Community Health NHS Foundation Trust,1830.0,2014-12-07
Maidstone And Tunbridge Wells NHS Trust,2406.0,2014-12-07
Medway NHS Foundation Trust,2001.0,2014-12-07
Blackpool Teaching Hospitals NHS Foundation Trust,3610.0,2014-12-07
East Lancashire Hospitals NHS Trust,3899.0,2014-12-07
Lancashire Teaching Hospitals NHS Foundation Trust,2383.0,2014-12-07
Latham House Medical Practice,118.0,2014-12-07
Lincolnshire Community Health Services NHS Trust,2837.0,2014-12-07
Loughborough Urgent Care Centre,852.0,2014-12-07
Market Harborough Med.Ctr,319.0,2014-12-07
Oakham Medical Practice,113.0,2014-12-07
United Lincolnshire Hospitals NHS Trust,3041.0,2014-12-07
University Hospitals Of Leicester NHS Trust,4224.0,2014-12-07
"Barking, Havering And Redbridge University Hospitals NHS Trust",5344.0,2014-12-07
Barts Health NHS Trust,9117.0,2014-12-07
Beckenham Beacon Ucc,926.0,2014-12-07
Central London Community Healthcare NHS Trust,3968.0,2014-12-07
Chelsea And Westminster Hospital NHS Foundation Trust,2371.0,2014-12-07
Croydon Health Services NHS Trust,2334.0,2014-12-07
Dmc Vicarage Lane,846.0,2014-12-07
Edridge Road Community Health Centre,677.0,2014-12-07
Epsom And St Helier University Hospitals NHS Trust,3082.0,2014-12-07
Guy's And St Thomas' NHS Foundation Trust,3420.0,2014-12-07
Harold Wood Walk In Centre,963.0,2014-12-07
Homerton University Hospital NHS Foundation Trust,2471.0,2014-12-07
Hounslow And Richmond Community Healthcare NHS Trust,949.0,2014-12-07
Imperial College Healthcare NHS Trust,5227.0,2014-12-07
King's College Hospital NHS Foundation Trust,5779.0,2014-12-07
Kingston Hospital NHS Foundation Trust,2249.0,2014-12-07
Lewisham And Greenwich NHS Trust,5008.0,2014-12-07
London North West Healthcare NHS Trust,6710.0,2014-12-07
Moorfields Eye Hospital NHS Foundation Trust,1718.0,2014-12-07
North East London NHS Foundation Trust,1117.0,2014-12-07
North Middlesex University Hospital NHS Trust,3711.0,2014-12-07
Orchard Village Walk-In-Centre,209.0,2014-12-07
Orient Practice,307.0,2014-12-07
Royal Brompton & Harefield NHS Foundation Trust,0.0,2014-12-07
Royal Free London NHS Foundation Trust,5051.0,2014-12-07
Royal National Orthopaedic Hospital NHS Trust,0.0,2014-12-07
St Andrews Walk-In Centre,529.0,2014-12-07
St George's University Hospitals NHS Foundation Trust,3202.0,2014-12-07
The Barkantine Practice,548.0,2014-12-07
The Hillingdon Hospitals NHS Foundation Trust,3238.0,2014-12-07
The Practice Loxford,328.0,2014-12-07
The Ridgeway Surgery,217.0,2014-12-07
The Whittington Hospital NHS Trust,1735.0,2014-12-07
University College London Hospitals NHS Foundation Trust,2592.0,2014-12-07
Urgent Care Centre,1940.0,2014-12-07
Waldron - Hurley Unregistered Practice,652.0,2014-12-07
West Middlesex University Hospital NHS Trust,2879.0,2014-12-07
Aintree University Hospital NHS Foundation Trust,2089.0,2014-12-07
Alder Hey Children's NHS Foundation Trust,1303.0,2014-12-07
Liverpool Community Health NHS Trust,3740.0,2014-12-07
Liverpool Heart And Chest Hospital NHS Foundation Trust,0.0,2014-12-07
Liverpool Women's NHS Foundation Trust,247.0,2014-12-07
Royal Liverpool And Broadgreen University Hospitals NHS Trust,2100.0,2014-12-07
Southport And Ormskirk Hospital NHS Trust,2215.0,2014-12-07
St Helens And Knowsley Hospitals NHS Trust,2428.0,2014-12-07
The Walton Centre NHS Foundation Trust,0.0,2014-12-07
Bransholme Health Centre,254.0,2014-12-07
Bridlington Hospital,289.0,2014-12-07
Freedom Centre,91.0,2014-12-07
Harrogate And District NHS Foundation Trust,1230.0,2014-12-07
Hull And East Yorkshire Hospitals NHS Trust,2482.0,2014-12-07
Humber NHS Foundation Trust,159.0,2014-12-07
Northern Lincolnshire And Goole NHS Foundation Trust,2748.0,2014-12-07
York Teaching Hospital NHS Foundation Trust,3397.0,2014-12-07
Burton Hospitals NHS Foundation Trust,2205.0,2014-12-07
Malling Health - Telford Wic,164.0,2014-12-07
Shrewsbury And Telford Hospital NHS Trust,2188.0,2014-12-07
Shropshire Community Health NHS Trust,495.0,2014-12-07
Shropshire Walk In Health Centre,436.0,2014-12-07
Staffordshire And Stoke On Trent Partnership NHS Trust,243.0,2014-12-07
Staffordshire Doctors Urgent Care Ltd [Sduc],151.0,2014-12-07
The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,2014-12-07
University Hospitals Of North Midlands NHS Trust,4439.0,2014-12-07
Barnsley Hospital NHS Foundation Trust,1573.0,2014-12-07
Care Uk NHS Rotherham Diagnostic Centre,887.0,2014-12-07
Doncaster And Bassetlaw Hospitals NHS Foundation Trust,3279.0,2014-12-07
Sheffield Children's NHS Foundation Trust,1362.0,2014-12-07
Sheffield City GP Hc (Wic),1322.0,2014-12-07
Sheffield Teaching Hospitals NHS Foundation Trust,2754.0,2014-12-07
The Rotherham NHS Foundation Trust,1510.0,2014-12-07
Ashford And St Peter's Hospitals NHS Foundation Trust,2226.0,2014-12-07
Ashford Health Centre,930.0,2014-12-07
Brighton And Sussex University Hospitals NHS Trust,2986.0,2014-12-07
East Sussex Healthcare NHS Trust,2523.0,2014-12-07
Frimley Health NHS Foundation Trust,4422.0,2014-12-07
Haslemere Minor Injuries Unit,139.0,2014-12-07
Queen Victoria Hospital NHS Foundation Trust,223.0,2014-12-07
Royal Surrey County Hospital NHS Foundation Trust,1394.0,2014-12-07
Surrey And Sussex Healthcare NHS Trust,1745.0,2014-12-07
Sussex Community NHS Trust,1275.0,2014-12-07
Western Sussex Hospitals NHS Foundation Trust,2558.0,2014-12-07
Weybridge Walk In Centre,627.0,2014-12-07
Woking Walk In Centre,751.0,2014-12-07
Assura Reading Llp,789.0,2014-12-07
Berkshire Healthcare NHS Foundation Trust,1293.0,2014-12-07
Buckinghamshire Healthcare NHS Trust,2485.0,2014-12-07
Oxford Health NHS Foundation Trust,553.0,2014-12-07
Oxford University Hospitals NHS Trust,2691.0,2014-12-07
Royal Berkshire NHS Foundation Trust,2262.0,2014-12-07
Dorset County Hospital NHS Foundation Trust,796.0,2014-12-07
Dorset Healthcare University NHS Foundation Trust,624.0,2014-12-07
Hampshire Hospitals NHS Foundation Trust,2132.0,2014-12-07
Isle Of Wight NHS Trust,1226.0,2014-12-07
Poole Hospital NHS Foundation Trust,1222.0,2014-12-07
Portsmouth Hospitals NHS Trust,2587.0,2014-12-07
Solent NHS Trust,398.0,2014-12-07
Southampton NHS Treatment Centre,750.0,2014-12-07
Southern Health NHS Foundation Trust,386.0,2014-12-07
St Mary's NHS Treatment Centre,805.0,2014-12-07
The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,1641.0,2014-12-07
University Hospital Southampton NHS Foundation Trust,2260.0,2014-12-07
Airedale NHS Foundation Trust,1039.0,2014-12-07
Bradford Teaching Hospitals NHS Foundation Trust,2670.0,2014-12-07
Calderdale And Huddersfield NHS Foundation Trust,2785.0,2014-12-07
Lcd-Leeds-Ooh,452.0,2014-12-07
Leeds Teaching Hospitals NHS Trust,4355.0,2014-12-07
Local Care Direct Ooh,755.0,2014-12-07
Mid Yorkshire Hospitals NHS Trust,4515.0,2014-12-07
South West Yorkshire Partnership NHS Foundation Trust,0.0,2014-12-07
Coventry And Warwickshire Partnership NHS Trust,0.0,2014-12-14
Coventry NHS Healthcare Ctr,1347.0,2014-12-14
George Eliot Hospital NHS Trust,1250.0,2014-12-14
Primecare Primary Care - Hereford,699.0,2014-12-14
South Warwickshire NHS Foundation Trust,1320.0,2014-12-14
